# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
JBCMMFKD_01280	GENE_JBCMMFKD_01280	TRANSCRIPT_JBCMMFKD_01280	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_01281	GENE_JBCMMFKD_01281	TRANSCRIPT_JBCMMFKD_01281	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_01282	GENE_JBCMMFKD_01282	TRANSCRIPT_JBCMMFKD_01282	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_01283	GENE_JBCMMFKD_01283	TRANSCRIPT_JBCMMFKD_01283	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_01284	GENE_JBCMMFKD_01284	TRANSCRIPT_JBCMMFKD_01284	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_01285	GENE_JBCMMFKD_01285	TRANSCRIPT_JBCMMFKD_01285	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_01286	GENE_JBCMMFKD_01286	TRANSCRIPT_JBCMMFKD_01286	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_01287	GENE_JBCMMFKD_01287	TRANSCRIPT_JBCMMFKD_01287	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_01288	GENE_JBCMMFKD_01288	TRANSCRIPT_JBCMMFKD_01288	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_01289	GENE_JBCMMFKD_01289	TRANSCRIPT_JBCMMFKD_01289	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_01294	GENE_JBCMMFKD_01294	TRANSCRIPT_JBCMMFKD_01294	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01295	GENE_JBCMMFKD_01295	TRANSCRIPT_JBCMMFKD_01295	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01296	GENE_JBCMMFKD_01296	TRANSCRIPT_JBCMMFKD_01296	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01297	GENE_JBCMMFKD_01297	TRANSCRIPT_JBCMMFKD_01297	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
JBCMMFKD_01298	GENE_JBCMMFKD_01298	TRANSCRIPT_JBCMMFKD_01298	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01299	GENE_JBCMMFKD_01299	TRANSCRIPT_JBCMMFKD_01299	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01411	GENE_JBCMMFKD_01411	TRANSCRIPT_JBCMMFKD_01411	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01412	GENE_JBCMMFKD_01412	TRANSCRIPT_JBCMMFKD_01412	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01413	GENE_JBCMMFKD_01413	TRANSCRIPT_JBCMMFKD_01413	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01414	GENE_JBCMMFKD_01414	TRANSCRIPT_JBCMMFKD_01414	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01415	GENE_JBCMMFKD_01415	TRANSCRIPT_JBCMMFKD_01415	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01416	GENE_JBCMMFKD_01416	TRANSCRIPT_JBCMMFKD_01416	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01417	GENE_JBCMMFKD_01417	TRANSCRIPT_JBCMMFKD_01417	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0
JBCMMFKD_01418	GENE_JBCMMFKD_01418	TRANSCRIPT_JBCMMFKD_01418	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01419	GENE_JBCMMFKD_01419	TRANSCRIPT_JBCMMFKD_01419	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01420	GENE_JBCMMFKD_01420	TRANSCRIPT_JBCMMFKD_01420	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01421	GENE_JBCMMFKD_01421	TRANSCRIPT_JBCMMFKD_01421	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0
JBCMMFKD_01446	GENE_JBCMMFKD_01446	TRANSCRIPT_JBCMMFKD_01446	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01447	GENE_JBCMMFKD_01447	TRANSCRIPT_JBCMMFKD_01447	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01448	GENE_JBCMMFKD_01448	TRANSCRIPT_JBCMMFKD_01448	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01449	GENE_JBCMMFKD_01449	TRANSCRIPT_JBCMMFKD_01449	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01450	GENE_JBCMMFKD_01450	TRANSCRIPT_JBCMMFKD_01450	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_01451	GENE_JBCMMFKD_01451	TRANSCRIPT_JBCMMFKD_01451	protein_coding	0	0	0	3	0	2	0	0	0	0	0	0	0	1
JBCMMFKD_01452	GENE_JBCMMFKD_01452	TRANSCRIPT_JBCMMFKD_01452	protein_coding	2	0	0	1	0	0	2	0	0	0	1	0	0	1
JBCMMFKD_01453	GENE_JBCMMFKD_01453	TRANSCRIPT_JBCMMFKD_01453	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_01454	GENE_JBCMMFKD_01454	TRANSCRIPT_JBCMMFKD_01454	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_01455	GENE_JBCMMFKD_01455	TRANSCRIPT_JBCMMFKD_01455	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_01456	GENE_JBCMMFKD_01456	TRANSCRIPT_JBCMMFKD_01456	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_01497	GENE_JBCMMFKD_01497	TRANSCRIPT_JBCMMFKD_01497	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01498	GENE_JBCMMFKD_01498	TRANSCRIPT_JBCMMFKD_01498	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01499	GENE_JBCMMFKD_01499	TRANSCRIPT_JBCMMFKD_01499	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01500	GENE_JBCMMFKD_01500	TRANSCRIPT_JBCMMFKD_01500	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01501	GENE_JBCMMFKD_01501	TRANSCRIPT_JBCMMFKD_01501	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01502	GENE_JBCMMFKD_01502	TRANSCRIPT_JBCMMFKD_01502	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01503	GENE_JBCMMFKD_01503	TRANSCRIPT_JBCMMFKD_01503	protein_coding	0	0	0	4	0	4	0	0	0	0	0	0	0	0
JBCMMFKD_01519	GENE_JBCMMFKD_01519	TRANSCRIPT_JBCMMFKD_01519	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01520	GENE_JBCMMFKD_01520	TRANSCRIPT_JBCMMFKD_01520	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01521	GENE_JBCMMFKD_01521	TRANSCRIPT_JBCMMFKD_01521	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01522	GENE_JBCMMFKD_01522	TRANSCRIPT_JBCMMFKD_01522	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01523	GENE_JBCMMFKD_01523	TRANSCRIPT_JBCMMFKD_01523	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01524	GENE_JBCMMFKD_01524	TRANSCRIPT_JBCMMFKD_01524	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01525	GENE_JBCMMFKD_01525	TRANSCRIPT_JBCMMFKD_01525	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JBCMMFKD_01526	GENE_JBCMMFKD_01526	TRANSCRIPT_JBCMMFKD_01526	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01527	GENE_JBCMMFKD_01527	TRANSCRIPT_JBCMMFKD_01527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01528	GENE_JBCMMFKD_01528	TRANSCRIPT_JBCMMFKD_01528	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01542	GENE_JBCMMFKD_01542	TRANSCRIPT_JBCMMFKD_01542	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01543	GENE_JBCMMFKD_01543	TRANSCRIPT_JBCMMFKD_01543	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01544	GENE_JBCMMFKD_01544	TRANSCRIPT_JBCMMFKD_01544	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01545	GENE_JBCMMFKD_01545	TRANSCRIPT_JBCMMFKD_01545	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01546	GENE_JBCMMFKD_01546	TRANSCRIPT_JBCMMFKD_01546	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01547	GENE_JBCMMFKD_01547	TRANSCRIPT_JBCMMFKD_01547	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01548	GENE_JBCMMFKD_01548	TRANSCRIPT_JBCMMFKD_01548	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01549	GENE_JBCMMFKD_01549	TRANSCRIPT_JBCMMFKD_01549	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JBCMMFKD_01550	GENE_JBCMMFKD_01550	TRANSCRIPT_JBCMMFKD_01550	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01551	GENE_JBCMMFKD_01551	TRANSCRIPT_JBCMMFKD_01551	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01552	GENE_JBCMMFKD_01552	TRANSCRIPT_JBCMMFKD_01552	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01553	GENE_JBCMMFKD_01553	TRANSCRIPT_JBCMMFKD_01553	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01554	GENE_JBCMMFKD_01554	TRANSCRIPT_JBCMMFKD_01554	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01572	GENE_JBCMMFKD_01572	TRANSCRIPT_JBCMMFKD_01572	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01573	GENE_JBCMMFKD_01573	TRANSCRIPT_JBCMMFKD_01573	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01574	GENE_JBCMMFKD_01574	TRANSCRIPT_JBCMMFKD_01574	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01575	GENE_JBCMMFKD_01575	TRANSCRIPT_JBCMMFKD_01575	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01576	GENE_JBCMMFKD_01576	TRANSCRIPT_JBCMMFKD_01576	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01577	GENE_JBCMMFKD_01577	TRANSCRIPT_JBCMMFKD_01577	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JBCMMFKD_01578	GENE_JBCMMFKD_01578	TRANSCRIPT_JBCMMFKD_01578	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01579	GENE_JBCMMFKD_01579	TRANSCRIPT_JBCMMFKD_01579	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01580	GENE_JBCMMFKD_01580	TRANSCRIPT_JBCMMFKD_01580	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01581	GENE_JBCMMFKD_01581	TRANSCRIPT_JBCMMFKD_01581	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01608	GENE_JBCMMFKD_01608	TRANSCRIPT_JBCMMFKD_01608	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01609	GENE_JBCMMFKD_01609	TRANSCRIPT_JBCMMFKD_01609	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01610	GENE_JBCMMFKD_01610	TRANSCRIPT_JBCMMFKD_01610	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01611	GENE_JBCMMFKD_01611	TRANSCRIPT_JBCMMFKD_01611	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01612	GENE_JBCMMFKD_01612	TRANSCRIPT_JBCMMFKD_01612	protein_coding	0	0	1	3	0	0	0	1	0	0	0	0	0	3
JBCMMFKD_01613	GENE_JBCMMFKD_01613	TRANSCRIPT_JBCMMFKD_01613	protein_coding	0	0	0	4	0	1	0	0	0	0	0	0	0	3
JBCMMFKD_01614	GENE_JBCMMFKD_01614	TRANSCRIPT_JBCMMFKD_01614	protein_coding	0	1	2	1	0	1	0	2	0	0	0	0	1	0
JBCMMFKD_01615	GENE_JBCMMFKD_01615	TRANSCRIPT_JBCMMFKD_01615	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_01616	GENE_JBCMMFKD_01616	TRANSCRIPT_JBCMMFKD_01616	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_01657	GENE_JBCMMFKD_01657	TRANSCRIPT_JBCMMFKD_01657	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_01658	GENE_JBCMMFKD_01658	TRANSCRIPT_JBCMMFKD_01658	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_01659	GENE_JBCMMFKD_01659	TRANSCRIPT_JBCMMFKD_01659	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_01660	GENE_JBCMMFKD_01660	TRANSCRIPT_JBCMMFKD_01660	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_01661	GENE_JBCMMFKD_01661	TRANSCRIPT_JBCMMFKD_01661	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_01662	GENE_JBCMMFKD_01662	TRANSCRIPT_JBCMMFKD_01662	protein_coding	0	0	0	3	0	3	0	0	0	0	0	0	0	0
JBCMMFKD_01663	GENE_JBCMMFKD_01663	TRANSCRIPT_JBCMMFKD_01663	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_01664	GENE_JBCMMFKD_01664	TRANSCRIPT_JBCMMFKD_01664	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
JBCMMFKD_01696	GENE_JBCMMFKD_01696	TRANSCRIPT_JBCMMFKD_01696	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01697	GENE_JBCMMFKD_01697	TRANSCRIPT_JBCMMFKD_01697	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01698	GENE_JBCMMFKD_01698	TRANSCRIPT_JBCMMFKD_01698	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01699	GENE_JBCMMFKD_01699	TRANSCRIPT_JBCMMFKD_01699	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01700	GENE_JBCMMFKD_01700	TRANSCRIPT_JBCMMFKD_01700	protein_coding	0	1	0	1	0	1	0	0	0	0	0	0	1	0
JBCMMFKD_01701	GENE_JBCMMFKD_01701	TRANSCRIPT_JBCMMFKD_01701	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	1
JBCMMFKD_01702	GENE_JBCMMFKD_01702	TRANSCRIPT_JBCMMFKD_01702	protein_coding	0	0	0	2	0	1	0	0	0	0	0	0	0	1
JBCMMFKD_01703	GENE_JBCMMFKD_01703	TRANSCRIPT_JBCMMFKD_01703	protein_coding	0	0	1	1	0	1	0	1	0	0	0	0	0	0
JBCMMFKD_01704	GENE_JBCMMFKD_01704	TRANSCRIPT_JBCMMFKD_01704	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_01705	GENE_JBCMMFKD_01705	TRANSCRIPT_JBCMMFKD_01705	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01706	GENE_JBCMMFKD_01706	TRANSCRIPT_JBCMMFKD_01706	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01707	GENE_JBCMMFKD_01707	TRANSCRIPT_JBCMMFKD_01707	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01708	GENE_JBCMMFKD_01708	TRANSCRIPT_JBCMMFKD_01708	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01721	GENE_JBCMMFKD_01721	TRANSCRIPT_JBCMMFKD_01721	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_01722	GENE_JBCMMFKD_01722	TRANSCRIPT_JBCMMFKD_01722	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_01723	GENE_JBCMMFKD_01723	TRANSCRIPT_JBCMMFKD_01723	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_01724	GENE_JBCMMFKD_01724	TRANSCRIPT_JBCMMFKD_01724	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_01725	GENE_JBCMMFKD_01725	TRANSCRIPT_JBCMMFKD_01725	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_01754	GENE_JBCMMFKD_01754	TRANSCRIPT_JBCMMFKD_01754	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01755	GENE_JBCMMFKD_01755	TRANSCRIPT_JBCMMFKD_01755	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01756	GENE_JBCMMFKD_01756	TRANSCRIPT_JBCMMFKD_01756	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
JBCMMFKD_01757	GENE_JBCMMFKD_01757	TRANSCRIPT_JBCMMFKD_01757	protein_coding	0	0	0	5	0	4	0	0	0	0	0	0	0	1
JBCMMFKD_01758	GENE_JBCMMFKD_01758	TRANSCRIPT_JBCMMFKD_01758	protein_coding	0	0	0	5	0	4	0	0	0	0	0	0	0	1
JBCMMFKD_01759	GENE_JBCMMFKD_01759	TRANSCRIPT_JBCMMFKD_01759	protein_coding	0	0	0	5	0	1	0	0	0	0	0	0	0	4
JBCMMFKD_01760	GENE_JBCMMFKD_01760	TRANSCRIPT_JBCMMFKD_01760	protein_coding	0	0	0	5	0	1	0	0	0	0	0	0	0	4
JBCMMFKD_01761	GENE_JBCMMFKD_01761	TRANSCRIPT_JBCMMFKD_01761	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01762	GENE_JBCMMFKD_01762	TRANSCRIPT_JBCMMFKD_01762	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01763	GENE_JBCMMFKD_01763	TRANSCRIPT_JBCMMFKD_01763	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01764	GENE_JBCMMFKD_01764	TRANSCRIPT_JBCMMFKD_01764	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01793	GENE_JBCMMFKD_01793	TRANSCRIPT_JBCMMFKD_01793	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01794	GENE_JBCMMFKD_01794	TRANSCRIPT_JBCMMFKD_01794	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_01795	GENE_JBCMMFKD_01795	TRANSCRIPT_JBCMMFKD_01795	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_01796	GENE_JBCMMFKD_01796	TRANSCRIPT_JBCMMFKD_01796	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0
JBCMMFKD_01797	GENE_JBCMMFKD_01797	TRANSCRIPT_JBCMMFKD_01797	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	1
JBCMMFKD_01798	GENE_JBCMMFKD_01798	TRANSCRIPT_JBCMMFKD_01798	protein_coding	1	0	0	1	0	1	1	0	0	0	0	0	0	0
JBCMMFKD_01799	GENE_JBCMMFKD_01799	TRANSCRIPT_JBCMMFKD_01799	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
JBCMMFKD_01800	GENE_JBCMMFKD_01800	TRANSCRIPT_JBCMMFKD_01800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01821	GENE_JBCMMFKD_01821	TRANSCRIPT_JBCMMFKD_01821	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01822	GENE_JBCMMFKD_01822	TRANSCRIPT_JBCMMFKD_01822	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01823	GENE_JBCMMFKD_01823	TRANSCRIPT_JBCMMFKD_01823	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01824	GENE_JBCMMFKD_01824	TRANSCRIPT_JBCMMFKD_01824	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01825	GENE_JBCMMFKD_01825	TRANSCRIPT_JBCMMFKD_01825	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JBCMMFKD_01826	GENE_JBCMMFKD_01826	TRANSCRIPT_JBCMMFKD_01826	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01827	GENE_JBCMMFKD_01827	TRANSCRIPT_JBCMMFKD_01827	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01828	GENE_JBCMMFKD_01828	TRANSCRIPT_JBCMMFKD_01828	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01829	GENE_JBCMMFKD_01829	TRANSCRIPT_JBCMMFKD_01829	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01830	GENE_JBCMMFKD_01830	TRANSCRIPT_JBCMMFKD_01830	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01894	GENE_JBCMMFKD_01894	TRANSCRIPT_JBCMMFKD_01894	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01895	GENE_JBCMMFKD_01895	TRANSCRIPT_JBCMMFKD_01895	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01896	GENE_JBCMMFKD_01896	TRANSCRIPT_JBCMMFKD_01896	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01897	GENE_JBCMMFKD_01897	TRANSCRIPT_JBCMMFKD_01897	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01898	GENE_JBCMMFKD_01898	TRANSCRIPT_JBCMMFKD_01898	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JBCMMFKD_01899	GENE_JBCMMFKD_01899	TRANSCRIPT_JBCMMFKD_01899	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01900	GENE_JBCMMFKD_01900	TRANSCRIPT_JBCMMFKD_01900	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01901	GENE_JBCMMFKD_01901	TRANSCRIPT_JBCMMFKD_01901	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01902	GENE_JBCMMFKD_01902	TRANSCRIPT_JBCMMFKD_01902	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01903	GENE_JBCMMFKD_01903	TRANSCRIPT_JBCMMFKD_01903	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01988	GENE_JBCMMFKD_01988	TRANSCRIPT_JBCMMFKD_01988	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01989	GENE_JBCMMFKD_01989	TRANSCRIPT_JBCMMFKD_01989	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01990	GENE_JBCMMFKD_01990	TRANSCRIPT_JBCMMFKD_01990	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01991	GENE_JBCMMFKD_01991	TRANSCRIPT_JBCMMFKD_01991	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JBCMMFKD_01992	GENE_JBCMMFKD_01992	TRANSCRIPT_JBCMMFKD_01992	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01993	GENE_JBCMMFKD_01993	TRANSCRIPT_JBCMMFKD_01993	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01994	GENE_JBCMMFKD_01994	TRANSCRIPT_JBCMMFKD_01994	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_01995	GENE_JBCMMFKD_01995	TRANSCRIPT_JBCMMFKD_01995	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_01996	GENE_JBCMMFKD_01996	TRANSCRIPT_JBCMMFKD_01996	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
JBCMMFKD_02031	GENE_JBCMMFKD_02031	TRANSCRIPT_JBCMMFKD_02031	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
JBCMMFKD_02032	GENE_JBCMMFKD_02032	TRANSCRIPT_JBCMMFKD_02032	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
